id,x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y
198,-1.39784094,-0.66128874,0.88184446,-1.77084967,-0.50468615,1.47750335,0.40444088,0.91777783,0.66408682,1.25604337,0.41542519,-0.84470808,-0.12133279,1.56871174,0.67665057,-0.88297788,0.32164336,0.6902436,-1.55904398,-1.96282872,1
199,0.37450961,1.67044129,-0.43250011,0.34032837,-0.53369493,0.35417298,-1.31664838,1.9302627,-1.94299622,1.35746298,-0.09771576,1.2524862,-1.75289487,0.99049545,0.86571774,0.1063027,1.88878504,-0.20603372,0.70388895,-1.83545158,1
200,1.58306926,0.68450617,-0.12160856,-0.03458009,-1.00366787,1.87294256,-1.48320321,-0.19087397,1.20827211,-1.59852719,-0.61860354,-1.49758447,-0.02978693,1.54821187,-0.30467521,1.18611247,-1.92450092,0.98706571,-0.36275765,-1.11012123,0
201,0.25452489,-1.06773334,0.12888391,0.02096142,-1.70747139,1.25181709,-0.68669442,1.06805441,-0.62127032,-0.77967075,1.99890765,-1.9677367,1.13122654,1.72060282,-0.91221339,0.97552023,-1.59838557,-1.81720763,-1.73660192,1.23564678,0
202,1.96162662,-1.51996126,-0.096454,0.35676626,1.38080887,0.82599901,-0.72295725,-0.40885222,0.82030819,-0.9706491,-1.92517806,-0.19670844,-0.58683534,0.29949828,0.81327655,-1.68529358,-1.16144236,-0.41657613,-0.8395204,1.88536889,1
203,-0.9602506,-1.93018685,0.04352752,0.35680033,1.41919899,1.20133416,1.42597338,1.24049142,-0.94422831,-1.81830291,1.71433175,1.30078774,-0.61710623,0.36136073,1.17403286,-1.65225743,0.70171718,-0.65081731,1.93003646,-0.90699579,1
204,-0.54068868,-1.85299466,0.78138681,-1.59288799,-0.04741477,0.15733977,-1.10088557,-1.00384009,0.61860717,-1.30457798,-0.77608831,-1.37274292,-0.89358334,1.56315228,-1.62444734,1.93473375,-1.87673726,1.64191504,0.47576616,0.63312345,0
205,-0.40243262,1.0025984,-0.38826689,-0.83177212,1.68908132,1.51920562,1.5590654,1.2336527,1.01813262,-0.9854522,-0.55716283,0.57213911,1.22687061,-0.50580229,1.77573739,1.60174299,1.72493277,1.21389897,-0.28049526,-1.7482862,1
206,1.48983223,0.82119135,-0.37546212,-0.18505516,0.3279199,1.44254591,-1.86011514,1.96570368,-0.35485702,-1.97398743,-0.24948076,1.7663433,1.29068684,-0.27109437,1.03723463,-0.36815174,-0.42511657,-0.99552147,1.92889572,0.84578927,0
207,-0.39127494,0.14025187,-0.27860704,0.0932394,1.27552059,-1.87915939,-0.71760764,1.51362942,0.39088256,-0.38818622,1.04648261,0.05480779,1.21195303,0.84889177,0.41148432,1.66515267,-0.78940522,0.93644613,0.81746681,1.47503953,0
208,-0.0440581,-1.52497699,-1.62829851,-0.15278439,0.2459511,-0.9473289,-0.30057262,0.41398553,1.53442385,-1.77679591,0.04577359,-0.02080237,-0.2557659,-1.83216085,-0.68609738,-0.2478145,-0.84432726,-0.61347904,0.81384722,1.7984271,0
209,1.74645611,0.52426058,-1.16253149,1.27501585,1.77813408,-0.41748713,-1.83679137,0.62489456,-0.15849396,0.21203422,0.71000756,0.80509104,-1.97992248,-1.71646776,-0.77148163,1.40539263,-1.46413297,1.40394179,-0.72301494,0.07835561,0
210,0.02982884,0.96232433,1.90621219,-0.75642756,1.19977035,-1.00445758,1.00695802,0.48106556,0.33106966,1.84290687,-1.7212513,-0.76251721,-1.51998762,-0.04845818,-1.25433505,1.12592699,0.46047444,-1.05950463,1.18937726,1.08572979,1
211,1.89508047,-1.70949212,-1.66939677,0.56514301,0.03665345,-0.45320782,0.06684074,0.97823663,-0.18585177,-0.91152178,0.15664696,-1.21163627,-1.18716351,0.19578792,-1.45708913,1.91565324,0.09744777,-1.40721058,-1.28231181,-0.88122233,1
212,-0.86805991,-1.37207762,1.17173883,0.30303208,-0.40463152,1.57720837,-1.24755054,0.09040921,1.15199359,-0.66075991,-0.12533416,1.23493883,-0.10017881,-1.37170036,0.52898224,1.72316611,-1.51309686,-1.37749501,-1.65607326,0.73547937,0
213,0.14424245,-1.49522951,0.758782,-0.27161551,0.55973016,-0.90148349,0.52487158,-1.99120685,-1.43841264,-0.01952711,1.56952374,-1.37974909,-1.07128627,1.17843388,0.03346136,0.18269973,-1.61793903,-0.6317829,0.42111742,1.39301905,0
214,0.59039572,1.33429491,-1.26583409,0.09138086,0.27066621,-1.00377741,0.41631518,1.21849698,0.78899623,-0.38442509,-0.91416046,-1.33082418,-0.31316168,-1.33950034,-1.60267844,-1.9151805,-1.87646739,1.15546796,-1.66839321,0.09975175,1
215,0.63357396,1.90185657,-0.97329144,1.30773026,1.61619469,1.02024228,1.25837394,0.45099499,-0.62682877,1.79127315,-0.260282,-1.0429959,-0.39069014,1.80908221,1.84692811,0.4158049,-1.77464314,-1.537982,-1.01134609,-0.06211681,1
216,-0.81621541,-1.05551346,0.26034343,-0.33270844,-0.5413992,-1.52226216,-0.54893389,-1.07183006,-0.83539149,1.60163183,-0.65677544,-0.96765828,-0.90756521,-1.53776214,0.30403718,0.85957501,-0.17421732,0.92219789,-0.242789,-0.07827612,1
217,-1.69056248,-1.5437032,-1.13499071,-1.49012321,-0.11610308,-0.49944657,-0.0989687,-0.46040811,-1.962138,-0.32100212,-0.30139171,-1.82621817,0.56481103,-1.79478016,-1.82421283,0.67225359,-0.50964115,1.82534069,-1.52042782,0.3550708,0
218,0.01107657,1.99679948,-0.2733901,0.45332741,1.3251903,-0.83109209,-0.51926215,-1.90852352,-1.30130368,1.84007857,-1.45247518,0.49496783,1.95604404,-1.8946182,-1.70982569,1.54732421,-1.22959062,0.69560008,-1.35741087,0.68383579,1
219,-1.15172329,0.1562724,-1.59119678,-0.12630581,-1.67406339,-1.55644317,-1.62498946,0.79354138,0.34653802,-1.76397836,1.12669167,0.34638257,-1.5112001,-0.47676944,-1.4330919,1.63698278,-0.31957403,0.90495838,0.59906093,1.15740639,1
220,-0.51987936,1.70874492,1.98527949,-1.94610259,1.09205064,-0.14956293,-1.14671731,-1.09973448,-1.02964112,-0.74402082,0.50551081,-0.66313985,0.41283737,-0.52657166,-0.09594808,1.31937263,1.10419302,0.33918871,-0.86927942,-0.90116788,0
221,-1.87590246,-1.34128472,-1.40599936,0.29514885,1.18338821,0.14277992,1.33629979,1.13944683,-0.1352415,1.27216545,-1.01909007,0.66980825,1.42035219,1.77876349,1.78735381,-1.96565559,1.97082005,-1.2033641,-0.21944475,-1.06003119,0
222,1.11501062,1.69210034,-1.28044166,1.54436321,-1.97698807,0.66671026,-1.47781568,1.96072114,0.89288539,0.17198984,-1.37641257,-1.00386783,1.08320962,0.12023655,-0.87319691,1.98608355,-0.91995908,1.89719896,-0.13779936,-0.53746773,1
223,-1.59275876,1.36953034,-0.89891577,0.61933165,-0.44373526,1.90495683,-0.64726596,-1.5705542,-0.05844649,-0.44420031,0.01767939,0.80834233,1.4639758,0.48206797,1.96629499,-0.44986651,-0.13920982,0.5460204,-0.04035829,1.4362277,1
224,-0.95838494,0.56731621,1.99793835,-1.47518106,1.84574188,-0.84000367,1.4595606,1.47531819,0.84718331,-1.67734372,0.79417261,0.47383632,-0.64735815,-0.82123153,1.50555068,0.65550434,-0.50919738,0.08016491,-1.83451575,-1.09355855,0
225,-1.45262123,1.87570041,-0.87319683,0.58730487,1.11108727,0.93008534,-1.68436072,-0.77266224,1.49347764,-1.05703245,-0.71842535,0.76837183,1.74514919,0.27593852,0.76625141,-1.50971403,-0.4857269,-1.0122586,-0.64387518,-0.38735577,1
226,-0.11061746,0.51699459,-0.30360974,1.73611864,-0.0451816,1.32411134,1.19791052,0.58712047,0.57982347,-0.65307821,0.97285841,-0.47250559,0.89145681,0.83662188,0.564733,0.29650765,0.60096443,-0.79831931,-1.01566609,0.01519961,0
227,1.79420119,-1.82924454,-0.10078248,-1.07476694,0.60114748,-0.10381185,-0.45919529,-0.42090777,-0.40533607,1.37008296,0.60158904,-1.24903809,1.64887544,-1.03184713,-0.43642984,-0.82864614,0.46076928,0.1609929,1.01434469,-1.01068151,0
228,0.56653314,0.23199186,-1.97857598,0.4676661,1.63347714,-0.08887419,1.80069019,1.01597696,-1.7618455,-0.85950134,-1.26295958,1.38516357,0.18159017,-1.0701416,-1.86415091,-0.19537413,-1.07384554,-1.4151118,1.07472981,-1.95563476,1
229,-1.45612084,0.75998188,-1.06228791,0.37825576,-1.76167166,-1.21486938,-1.31435221,0.94428666,0.09978255,-1.29330811,0.73903491,-1.01605844,1.56832646,0.684063,1.26674455,1.0278287,1.38018931,0.79088152,-0.46567889,-1.20115834,1
230,-1.43311754,-0.19529679,0.33722726,1.26903856,-1.13585082,0.97907651,1.2795024,0.85279029,1.38644262,0.18963379,-0.12743928,0.87967271,0.50424569,1.45326289,0.93201422,1.37479363,-0.9897703,0.1786723,0.5609861,-0.69315442,0
231,1.93950477,0.03894692,0.4262175,-1.90389651,0.76975974,-0.61323491,-1.02774862,-1.263222,-1.80816578,-0.87778494,-0.37012251,0.06478706,0.2822296,-1.51163085,-0.46077861,1.2713345,-0.00953465,-0.49882324,0.35574384,1.51806148,1
232,0.66749276,-1.29235451,1.39417607,1.41952239,1.8015051,0.00686077,-0.48691483,0.05726838,-1.3682951,-0.89886341,-1.72119373,1.56108389,0.72678775,-1.12160693,-1.50973115,-0.06563518,-0.92066881,-1.17355196,-0.38420999,-1.80032983,0
233,1.6842841,-1.70625314,-1.47344735,-1.73337176,0.80959707,1.76656029,-0.01994843,0.58864642,-1.15898081,-0.61565297,-1.50877072,-0.38014535,-0.06234334,-1.59744893,0.71718784,0.65435933,0.2215562,0.81473655,0.14533648,0.50111502,1
234,0.42988256,0.52090193,-1.98355318,1.72071968,1.45629874,0.91903742,-1.81130959,-1.01153169,0.35390375,-1.77176087,1.41130678,-0.79488657,-1.79763225,0.00088331,-1.65039423,1.32412322,-0.1164184,1.56826344,1.10939813,-0.73255871,1
235,1.06017487,0.79086965,-1.23823548,1.53094346,0.86455236,0.84618022,-1.57144227,-1.57170322,-0.90856681,-1.64272775,-0.29911739,0.88678473,0.39380299,-1.46432242,-0.08277471,-1.24194727,0.76381975,1.64781768,1.60646392,0.64875012,1
236,-1.4934545,1.53107053,-1.16172892,-1.15172692,0.92477181,0.91650487,0.64216992,-0.20981279,-0.6060106,0.00418663,-1.1544729,1.06545856,1.27965439,1.70193436,-0.34216371,1.80367779,1.69727036,0.69371781,0.41704435,-1.68921696,1
237,1.65187619,0.5933112,-0.94234045,-0.37059081,-1.27251262,-1.53220958,0.28883701,1.36969957,1.15178709,1.95711429,0.2936725,0.34927497,1.05056156,-0.26077291,0.93473991,-0.35540228,0.30253358,0.33588903,1.2021556,0.06697583,1
238,-1.44498884,1.11640469,0.35354333,-1.42079357,0.96658145,-1.26588354,-1.49714716,-1.89903171,0.51463714,-0.98501318,1.78469411,-1.79705909,0.1402308,-1.16323619,0.87841978,-1.60888618,-0.96601,1.53959058,0.04977455,-0.52603274,0
239,0.26144326,-0.80590087,-0.59969296,1.50268974,0.8863738,-1.19586473,-0.52059494,1.36794552,0.11615564,1.29122698,0.19117957,0.76492329,-1.10411656,1.54756506,0.22890301,0.99633482,-1.59047973,0.6919259,0.87431834,0.42503589,1
240,-1.43801666,-1.23289102,-0.65104769,-1.573252,1.41006496,0.36442713,-1.48841768,1.51150758,-0.58668422,-0.74436238,1.15006882,-1.61823212,-1.67773125,1.71086189,0.65572385,0.38329257,0.6177166,-1.30981076,1.25543894,1.33555777,0
241,0.51821584,1.4244248,-0.81650616,-0.22792973,-1.69088788,1.4976609,-0.45932826,0.93389484,1.1309124,1.46996751,1.97112051,1.38936682,-0.59933543,1.67962616,0.98141254,0.46003213,1.2455449,-0.17576067,0.82989821,-0.47828237,1
242,-1.72558906,-1.13964024,1.99978843,-0.13531394,-1.1788297,-0.29781138,1.69909667,-0.99542798,-0.85679066,-1.51071497,-0.75470163,-0.30399909,0.18178006,-1.42264889,0.64470952,0.01494784,1.76916393,-0.81715214,-0.231154,1.9320038,0
243,1.15696109,-0.17156801,-1.4586608,0.67129223,1.53445512,0.90307966,1.4663108,0.77769361,1.30284747,0.62099943,-1.48846399,0.62512732,-1.90527173,0.5397259,-0.1956581,0.3356911,-0.77337373,0.38994223,-0.88313113,-1.24586756,1
244,-1.5440021,0.57204829,-0.06254618,0.50623242,-1.31170299,1.84161491,-1.33818716,0.5689303,0.9302606,-0.45302414,0.88923913,1.6338383,0.41585045,1.15536986,1.91852686,-0.43690813,-1.64296201,-0.34611029,-1.61861765,-1.58894648,0
245,-0.64624352,1.10672218,0.23577043,-1.93194896,-0.88518827,1.74335958,-1.75205641,-1.64942103,-1.76008917,1.51294204,0.18209307,1.49037326,-1.73829882,-1.44477881,-1.47643056,1.44814702,1.24188888,-1.07775908,1.35603971,0.66458259,0
246,1.65652913,1.65867417,0.1948939,1.82881259,1.14427697,-1.11662243,1.35866764,-1.35539663,0.59139408,-0.9965373,1.94872169,0.51347553,0.63278774,1.9221171,-1.36995683,0.17705101,1.64913118,0.51733847,1.767463,0.24043308,1
247,-1.04713093,-1.14277672,-0.99717391,1.1039738,0.74587951,1.03147714,1.43389435,-0.51189031,-1.23023995,-1.5280666,1.29203491,-1.25175336,-0.93056612,1.69999876,-0.72160011,-1.30653953,-1.2095961,1.10572608,-0.05809194,1.95154129,1
248,-1.02510412,0.6001887,0.24422632,1.50943763,0.41265273,1.30177248,-0.91255136,-0.64392724,0.76615752,-1.84209281,-0.10426209,-1.51267244,-1.66922654,0.72176036,-0.69159214,-1.8496524,0.28381279,-0.53530112,0.23763881,1.82525157,0
249,1.41929354,1.54710585,1.838992,0.01339314,0.83406532,1.88242686,-1.2809591,-1.4992682,-0.96482515,-1.78767743,0.51951598,-0.83501563,1.20091597,-0.00759789,0.31936126,-0.08563793,-0.26839504,1.64835507,-1.49150503,1.42201274,1
250,-1.35159297,-1.29042508,-1.20398992,-0.24332424,1.98675569,-1.96430953,-1.12810244,0.30232579,-1.92728375,0.3740393,-0.00113907,-0.09752246,1.71279939,0.44386238,0.82039065,0.39417828,0.15054719,0.73668825,-1.94854431,1.9411002,0
251,-1.23767794,-0.47419302,0.93557194,1.34730104,1.92462577,0.37152798,0.88035688,-0.3590961,-1.23782794,1.86007866,1.48522458,-1.78573211,0.06446965,-1.36234816,1.78598567,-0.71192051,-1.16867734,1.59158719,-1.75458706,0.08507161,0
252,1.78952851,-1.42576437,0.1438692,0.97946028,-1.45067005,1.73760602,1.94706153,-0.64844691,-1.96381997,0.78144675,0.1660773,1.42008433,0.11727628,-1.42832188,-1.89058366,-1.45721776,0.1265531,-1.64110651,1.52432897,0.38902899,0
253,0.11054101,0.92307714,0.92536321,1.51124915,-1.76562932,-0.26884801,-1.92719104,-0.08924394,-0.65321223,-1.85019636,-0.44347417,-1.4449951,0.95934817,-1.39899508,-1.89921271,1.04164364,-1.77030299,1.02834131,0.46920993,1.12457997,1
254,-0.23181305,0.21683435,0.83228426,0.71457576,1.23078566,1.77262651,0.28603906,1.94675062,1.3235025,-0.27566447,1.94994712,0.52223695,1.5975525,0.86877753,1.50155375,1.97352875,-0.69797644,-1.95299958,1.83093053,-1.67940517,1
255,1.47646071,-0.51948173,-0.70612901,-1.52147477,-0.70586434,-1.81953692,-1.22105517,0.59981797,1.32138118,-1.30313848,1.74713379,1.79677169,-0.49756299,-0.53520024,-0.02131479,1.95925422,-1.8238112,0.13183353,-0.88084674,-0.46952966,1
256,1.86127825,-0.37747402,1.31398964,-0.53109669,-0.28864585,1.98572023,-1.6434388,0.34913745,0.05771213,0.27236879,0.56494779,-1.51352099,0.07535302,0.59606058,1.76059796,-0.76590343,1.93993636,0.60655605,-1.38022443,-0.10745029,0
257,-1.69417671,1.73381107,-1.43020193,1.33569646,1.02698919,0.9183716,0.89432829,-1.36706631,0.97901419,1.3019597,-1.29227756,-0.07394248,1.11277481,0.35852869,-1.86928837,-0.84367123,-0.48553505,0.64931957,-1.67392758,-1.52729258,1
258,0.27783391,1.86743756,1.48833349,-0.89310885,-1.72246837,0.54560964,-1.66004979,1.09014074,1.90256155,1.35558496,-0.01313637,0.1321258,-1.58577472,-1.30326364,-0.49412263,0.87461625,-0.74795378,0.53288261,-0.1821901,0.88344783,1
259,1.65989136,-0.66587992,1.97244159,-0.55573957,-1.24295633,0.67140769,1.20181893,1.23011893,0.0429871,1.84578268,1.32688257,0.38456848,-0.02255571,0.63367009,0.66383039,1.89862701,-1.88464255,1.25811044,1.3346906,-1.19633562,0
260,0.36982054,1.48770498,0.74295781,-0.94395598,-0.79067032,-0.22335875,-1.52563333,-1.15509392,1.68412426,-1.04201336,1.46051517,-1.14305303,-0.71362607,0.88997554,-1.84839906,-1.91422828,1.03039449,-0.7358819,1.6150365,-1.31157508,1
261,-1.7350565,0.41966018,1.23696385,-0.26023089,1.23146041,1.07047385,0.96271621,0.02551804,-0.95098415,-1.81458752,-1.35089029,-1.91267861,-0.75352916,1.87245056,1.15441463,-1.23091458,1.46067594,0.70610123,-0.11917047,0.73264969,1
262,-0.53594507,1.0474264,-0.82632824,-0.98998545,1.98261137,-1.49038904,-1.70047829,-0.4157764,1.2837898,-1.81877034,-1.97185213,-1.6200965,-0.30262747,1.41525167,-1.46793078,-1.35065228,-0.22388589,1.62501594,-1.89876008,0.22401246,0
263,-0.13634913,1.66207501,-0.0085917,0.63272124,1.30646692,-1.37730726,-0.39938887,0.0048524,-1.26915267,0.07976139,-1.96616509,-1.21248024,-1.68658637,-0.9311938,-0.82156257,-1.25349877,-0.17167193,-0.23515756,-0.76603366,-0.01131063,0
264,-1.65873329,1.86103549,1.09544094,1.66568588,0.41007113,1.02522382,0.18311256,-1.41909658,1.96351883,-1.64926753,1.96808651,-0.88883672,-0.47586063,0.75825422,1.94646119,0.32997415,1.64482096,-1.9686533,-1.74883291,1.17217619,0
265,-0.46364668,0.3306229,-1.38123043,1.63453552,-1.63007197,1.75341604,0.51470732,0.10521399,0.65106117,-0.90087593,-1.89835996,-0.97884777,0.11066753,-1.74987649,1.76520691,1.24146552,-1.66583422,0.04508586,-1.33919768,-1.3156253,1
266,1.50407226,0.60736496,-1.03345371,-1.70627427,-1.32662388,0.9503735,-0.64904082,0.89736576,1.71459112,1.92123783,-0.70929906,-0.73228694,-0.73723263,-0.66118114,-1.21253854,-0.57553263,1.01211962,-0.78862398,1.23377981,1.82064907,1
267,1.46926756,1.67342578,-0.86649804,1.81833408,-1.3027157,-0.99013384,-1.33490275,-1.88541158,0.81947694,-1.0106911,1.11159121,-1.13112509,0.6772648,-0.09042905,-0.00356194,-1.27101831,1.92901036,-1.76015355,-1.5702825,0.47042257,1
268,0.71454007,-1.20821935,0.00654066,0.06272661,-0.57371079,1.33788215,1.96787668,1.96447619,-1.95359336,-0.45402887,-1.06631688,1.67178444,0.63906985,-0.97393241,-1.08488329,-0.41778175,-0.66181215,1.10800882,-1.46560553,1.00771664,0
269,-1.72330123,0.92851012,-1.36136117,-0.19567439,1.01865685,1.11558208,0.07792449,-1.25784289,0.55436877,-0.4253059,-1.36617515,0.556632,0.58517885,1.26958667,0.17325195,1.73413331,0.5791707,0.92883964,-0.43560646,1.23239937,1
270,-0.71593923,1.67377003,0.07003783,-0.73858739,-0.67827838,0.85927716,-0.50773117,1.3457482,-1.68593374,1.68631544,-0.68746654,-1.20910412,-1.58970951,1.01830147,-0.84424432,-0.0608347,1.7323103,-0.34336055,0.68007129,-0.44608858,0
271,-1.34591152,1.59587758,-1.13376775,-1.84720997,1.00958998,-0.27042888,-0.0972253,-0.55455748,-0.20325551,1.15306755,1.04743776,-1.50775489,1.88722644,-0.07162585,-0.18849902,-0.08305719,-1.27704824,-1.60160731,1.76578932,0.46298625,0
272,-0.82903163,-0.30270424,-1.75912873,1.48859855,-0.56634937,-0.26426431,1.50470514,-1.1377228,0.05513008,-1.80469729,-1.93798878,-1.1091068,1.35721627,-1.53836588,-0.89695301,0.84544418,1.18687783,-0.35841541,1.03988196,1.84496382,1
273,-0.16726755,1.40374703,-1.61860601,-0.47344989,1.02573901,0.30209289,-0.05123162,1.68836569,1.47895602,-1.94115028,-1.91880805,-0.64394141,1.46679798,-0.6018292,1.80375358,-0.17034411,-1.23640301,-0.51569696,-0.0153623,-1.84626879,0
274,-0.30447685,-0.6165061,-1.65983215,-1.30764284,-1.10518561,0.98207238,-1.33981636,1.87836986,0.46867285,1.07472401,1.16702251,1.12607999,-1.2270513,0.6303895,-1.77250039,1.66592869,-1.21646079,0.98539955,1.74968326,-1.05052949,0
275,-1.18800265,0.27174735,-1.00814098,-1.23846709,-1.72238773,-1.31942673,-0.11181161,1.20181191,-1.73377625,-1.57557045,1.1800454,1.62366105,-1.55850776,1.78747049,-1.75473065,1.87547171,-0.00512261,-0.19661593,1.93382913,0.33848593,1
276,0.39491317,0.54163054,-1.66390066,-0.1639935,0.65343078,1.752663,-1.20718335,0.10310128,0.16476536,-0.89282416,-1.72508785,1.96600941,1.29554484,-0.81168242,0.20204449,-0.4395214,-0.60131226,-0.7970427,-0.30519731,-1.93428579,1
277,-1.89755532,0.85313488,1.40186913,-0.43982505,-1.76076499,1.76590395,-0.25565872,0.82816804,0.41004416,1.63215717,-1.4020622,1.06940583,0.40369866,0.72163795,-0.49811103,-1.15988875,1.67668321,1.64922747,0.13474174,-0.90047562,0
278,0.32705589,1.17563356,1.58116636,0.15360861,-1.64095909,0.33458984,1.45000171,0.92660147,0.50358458,0.48733727,-1.17715357,1.79660975,0.75845133,-1.95152599,-0.33289117,-0.19003867,1.10512343,-1.94236479,-0.83645535,1.77072235,1
279,1.56794163,-1.88635686,1.2874589,1.35649449,1.64251089,-1.29617794,-0.50292004,0.75696839,1.93031972,-1.35751337,1.88437608,1.01717721,1.66185483,-1.90021948,1.49905552,-0.2389751,-1.80320458,1.58411339,1.34678117,1.04405478,0
280,1.11016241,1.95322043,1.00163886,-1.63536365,1.43209694,0.54938485,-1.79332706,-0.5870674,-0.99612155,0.42746592,1.22050185,-1.17790238,1.89831004,1.45924529,-0.98285482,-1.61718461,0.53895762,0.84103045,1.82857902,-1.0006584,1
281,-1.358983,-0.93499982,1.58231722,0.99392373,0.63313003,0.85863334,1.70244323,1.28708116,-1.89338318,1.95182835,-0.04086916,1.92932453,-1.81276907,1.91172502,0.76108345,-0.93418254,0.87724758,-1.25349378,1.63184229,-0.7900616,0
282,1.38256957,-1.79398703,0.56856057,-0.430944,0.59937924,-1.62688093,1.61808454,0.66583011,1.18264062,-0.37258045,1.11378677,-0.89403937,-0.60961883,-0.70825581,-1.78141417,1.964322,-0.82404402,-1.77471283,0.13416259,-0.95744836,0
283,0.31254477,0.75575299,1.66260962,0.84238899,0.46641827,1.26529638,0.54263487,1.00666135,1.40623222,-1.62142483,1.15695139,-0.51692087,-1.72570116,-1.81777359,-1.93758383,-1.91852095,1.79279689,-1.82815373,-1.22901852,-0.12038036,1
284,-1.38728154,0.4879229,0.96093945,-1.16795282,-1.23376778,0.4723906,-0.90020565,1.43456982,1.93023338,-0.80089526,-1.7736069,-1.80420063,1.91705147,-0.28909292,1.94326826,-0.81047778,-0.50873033,-0.41413213,0.395686,-1.70793865,0
285,-0.44974787,1.24724522,-1.11029477,0.4521674,0.55265244,-1.68696176,1.41956836,1.91687897,-0.16525477,1.8159847,0.39329234,1.72803407,1.34637128,-1.56053301,1.15024625,0.37802514,1.19916956,0.33634188,1.81921935,0.70132028,0
286,-0.7103348,-0.7771154,1.24911026,-0.26637192,0.84357662,-1.91662564,-0.99388963,-1.30242218,1.29245584,0.31555612,1.40003205,-1.31769284,0.72071825,0.11722134,-0.9634019,0.39001798,-1.07297394,1.90721353,1.43899773,-0.17039978,0
287,1.29958028,-0.36670672,-0.84462508,0.63053896,-1.11852161,0.08708709,-1.66676816,1.15612605,-1.68883684,-0.35305546,1.31147922,0.34008163,-0.3987643,-0.48204122,0.33236103,-1.31054103,1.65801411,-1.01057811,1.1173478,-1.6070012,0
288,1.36791658,-1.03523405,1.92991912,1.95394519,-1.28674096,0.53578171,-0.79206026,-1.86992656,1.79528572,0.20679452,0.86268426,-0.57422163,0.45343691,0.04735879,0.82268715,-0.21379631,-1.20897945,-0.35582687,-0.60741498,1.65635712,0
289,-0.77111886,1.18009919,0.322143,0.01742191,-1.74005002,0.55409591,-0.64983638,1.77006465,1.08829454,-1.05632756,1.36143847,0.43953705,-0.45110311,1.59067248,1.33719882,-0.9006724,-1.31212569,1.87292788,0.00777721,-0.73014026,0
290,0.56026642,0.87850784,1.93580138,-1.03054564,1.30017196,-1.24176227,-0.11072837,-1.97000829,0.04478987,0.18621458,-0.39201723,-0.27368371,-0.50991023,1.93997688,1.10749347,1.93541633,0.36084426,1.3525743,-0.04406011,-1.63046103,1
291,1.33992428,0.27773315,-1.44551729,0.30904489,-0.39291418,1.73597235,0.87976365,-1.29427221,-1.47238383,1.53348284,-1.72243753,-0.77849693,-1.00515618,0.80467434,-0.83769789,-1.30575125,-0.80792535,-1.1649786,0.68312479,-1.95525956,1
292,-1.78448472,-0.05248141,-1.52799912,-1.58372342,1.29492605,-0.73865805,0.53623436,0.92008327,-1.44494816,1.18669011,0.08551348,-0.23443374,-0.92406143,-0.40498527,1.10988213,0.97690205,-1.93449588,1.67181099,-0.84202325,-1.21714302,0
293,0.00046404,-1.20771438,0.12346856,1.38918242,-0.23000981,-1.42409065,0.18226122,0.17132537,1.94682058,1.8004531,-1.96856376,-1.55019069,-0.9873916,-1.08448375,0.45094358,-0.02544753,-1.15475541,0.94220743,-0.13781447,0.39120518,0
294,-0.2106153,0.81729746,0.95187897,0.14529009,0.73345,-1.08352525,-1.77868197,-1.49073744,1.14091046,0.69573772,1.37745006,0.87977663,1.61296238,1.61551041,0.72773598,0.12948261,-1.69199845,0.05812111,1.49093487,-0.23404244,0
295,1.16454222,-0.57832171,1.5330752,1.28559029,1.26079701,-1.04953804,0.50610877,0.28370575,0.39838298,-1.64642686,-1.44080033,1.26298179,-0.28109441,-0.3150299,-1.14095916,-1.64223857,1.6237508,0.38450785,1.60825992,0.95274658,0
296,0.79061096,1.51902247,-0.83703802,-0.13128178,-1.41857947,-0.48574011,1.03270943,-0.89858549,-1.60685827,0.16666133,-1.32424759,1.04882465,-0.08175112,-1.6884084,1.7830523,1.73586744,0.66838772,1.21556333,-0.80453133,-1.88020275,1
297,1.35992525,0.52055044,-1.36835369,-0.7626952,-0.32941894,-0.01328496,0.57720278,-0.77433766,1.67857796,-0.91683382,-1.39263115,-1.11227441,-0.36833873,0.10888581,-0.22057539,1.35677498,-1.04155504,-1.025467,-0.7013192,-0.62374731,1
298,-0.35822547,1.11347518,-0.08265643,-0.10672595,0.36924905,-0.35934448,1.10732166,-0.97449085,0.90695986,-0.85133373,-0.64574597,-0.14319089,1.00785935,0.71491174,0.38775355,-1.82758278,1.16923172,0.39243667,-0.41782789,-1.78629559,0
299,0.71049014,-1.2722004,-0.69292899,-1.98113999,-0.7036969,-1.91236114,0.22687134,1.44130678,-1.27631441,-0.27527457,1.52766349,1.73330499,-1.59115418,0.90370943,-0.40320708,0.43852533,-0.37816737,-0.77132501,1.98785666,1.56179963,1
300,-1.06879907,-1.55375438,0.61210697,1.81747037,-0.50648694,1.06839885,0.30790058,-0.22392031,0.10804732,-0.885376,-1.60792111,-0.45497704,0.25744657,0.28390975,0.89401266,-0.35594767,-0.62135574,1.44850637,-0.00263461,-0.00023899,0
301,0.42364433,-1.00584303,-1.95900902,0.2065416,1.35136316,1.64510496,0.89784076,-0.84379669,1.83634009,1.53095799,-1.48583495,1.0969161,-0.79719639,1.30216496,1.41177926,1.47135334,-0.30013501,-0.90422546,-0.18357125,-0.60552223,1
